
345.44	353.782
345.66	353.782
345.88	353.782
346.10	293.419
346.31	152.832
346.53	172.083
346.75	886.207
346.97	-45.749
347.19	499.438
347.41	215.768
347.63	-2012.121
347.85	388.796
348.07	404.487
348.29	252.557
348.51	168.500
348.73	453.659
348.95	368.447
349.17	-4.233
349.39	-189.289
349.61	-37.363
349.83	-208.734
350.05	-103.030
350.27	-41.419
350.49	-19.742
350.71	320.860
350.93	-136.516
351.15	-116.407
351.37	-411.358
351.59	-550.086
351.80	-188.788
352.02	610.272
352.24	-67.696
352.46	-147.976
352.68	-2299.367
352.90	-196.008
353.12	-62.464
353.34	404.239
353.56	-1805.392
353.78	-120.553
354.00	-624.460
354.22	614.429
354.44	-294.808
354.66	-18221.739
354.88	-11296.875
355.09	862.239
355.31	-2.879
355.53	-92.923
355.75	-473.497
355.97	-1999.000
356.19	-229.817
356.41	7.178
356.63	-76.478
356.85	-91.896
357.07	-105.635
357.29	-61.019
357.50	-82.244
357.72	-195.789
357.94	-198.689
358.16	-66.463
358.38	-47.523
358.60	-38.829
358.82	-12.562
359.04	28.524
359.26	-118.783
359.48	-428.013
359.69	-235.226
359.91	-76.097
360.13	7507.937
360.35	-27.856
360.57	-65.869
360.79	-45.476
361.01	-702.685
361.23	-217.067
361.45	5.277
361.66	-25.255
361.88	35.546
362.10	-80.110
362.32	2330.317
362.54	-179.583
362.76	-41.461
362.98	-316.787
363.20	-62.798
363.41	-32.027
363.63	-228.013
363.85	-70.174
364.07	-14081.818
364.29	-298.969
364.51	6.985
364.73	-194.491
364.94	-1387.937
365.16	-114.213
365.38	232.079
365.60	-98.480
365.82	-39.653
366.04	343.275
366.26	-30.885
366.47	-99.174
366.69	2136.923
366.91	3513.380
367.13	475.456
367.35	-72.238
367.57	-3.392
367.79	-151.318
368.00	10400.000
368.22	13.220
368.44	-251.552
368.66	-27.302
368.88	25.584
369.10	-1.917
369.31	-37.560
369.53	-167.960
369.75	-784.737
369.97	-70.383
370.19	-164.931
370.41	9.167
370.62	-80.268
370.84	-215.328
371.06	-52.293
371.28	-123.273
371.50	-21.533
371.71	-12.006
371.93	-42.356
372.15	-69.700
372.37	-167.623
372.59	-32.336
372.80	13.976
373.02	-58.582
373.24	-124.048
373.46	-21.772
373.68	-1185.714
373.90	-64.224
374.11	-35.286
374.33	-57.233
374.55	6.223
374.77	14.053
374.98	15.131
375.20	10.633
375.42	-288.591
375.64	-479.337
375.86	-67.781
376.07	-47.312
376.29	-75.762
376.51	-49.570
376.73	-55.797
376.95	-37.282
377.16	-103.996
377.38	-91.235
377.60	-201.870
377.82	29.740
378.03	-537.426
378.25	2.164
378.47	-83.764
378.69	-42.412
378.91	-22.261
379.12	-30.359
379.34	-18.956
379.56	-25.900
379.78	-58.285
379.99	-154.905
380.21	-126.013
380.43	-40.463
380.65	16.444
380.86	0.293
381.08	-11.874
381.30	-94.764
381.52	-17.263
381.73	-557.063
381.95	-6.725
382.17	-4.091
382.39	-11.266
382.60	-50.309
382.82	-8.324
383.04	-13.628
383.26	-36.724
383.47	-53.133
383.69	16.343
383.91	19.533
384.13	-0.510
384.34	-26.520
