345.44	-17.80
345.66	-17.80
345.88	-17.80
346.10	-28.66
346.31	-7.15
346.53	-10.22
346.75	17.63
346.97	-5.51
347.19	26.64
347.41	1.04
347.63	33.60
347.85	-20.46
348.07	9.44
348.29	7.18
348.51	-8.99
348.73	0.84
348.95	16.40
349.17	-2.85
349.39	27.87
349.61	14.56
349.83	21.32
350.05	-2.65
350.27	8.00
350.49	35.24
350.71	23.36
350.93	19.68
351.15	28.48
351.37	-11.45
351.59	20.70
351.80	21.93
352.02	12.92
352.24	22.75
352.46	23.77
352.68	-2.24
352.90	20.09
353.12	19.88
353.34	7.80
353.56	15.99
353.78	-8.18
354.00	1.45
354.22	17.22
354.44	7.39
354.66	14.97
354.88	2.68
355.09	27.66
355.31	21.32
355.53	19.47
355.75	9.44
355.97	11.08
356.19	14.97
356.41	11.48
356.63	0.84
356.85	24.39
357.07	24.18
357.29	-6.13
357.50	10.26
357.72	31.55
357.94	15.38
358.16	-4.69
358.38	-10.84
358.60	31.35
358.82	20.09
359.04	11.28
359.26	31.96
359.48	34.01
359.69	29.30
359.91	29.92
360.13	2.47
360.35	12.10
360.57	8.62
360.79	21.93
361.01	12.92
361.23	66.58
361.45	0.63
361.66	36.67
361.88	20.91
362.10	30.33
362.32	10.87
362.54	0.84
362.76	2.68
362.98	28.69
363.20	-3.88
363.41	18.04
363.63	28.69
363.85	29.30
364.07	30.94
364.29	34.83
364.51	19.27
364.73	38.31
364.94	30.94
365.16	9.64
365.38	32.78
365.60	21.11
365.82	38.11
366.04	18.86
366.26	-5.72
366.47	21.11
366.69	20.50
366.91	13.94
367.13	22.13
367.35	29.71
367.57	6.98
367.79	30.33
368.00	21.72
368.22	27.46
368.44	10.05
368.66	27.25
368.88	10.67
369.10	18.45
369.31	25.00
369.53	17.63
369.75	20.50
369.97	17.01
370.19	10.26
370.41	23.57
370.62	20.29
370.84	26.23
371.06	19.68
371.28	20.91
371.50	19.68
371.71	24.80
371.93	1.24
372.15	33.19
372.37	23.16
372.59	29.30
372.80	29.30
373.02	27.05
373.24	7.59
373.46	27.66
373.68	10.05
373.90	7.18
374.11	15.58
