345.44	-6.62
345.66	-6.62
345.88	-6.62
346.10	-18.09
346.31	-17.89
346.53	-8.06
346.75	6.08
346.97	-1.09
347.19	6.69
347.41	7.92
347.63	43.55
347.85	3.41
348.07	9.97
348.29	-10.31
348.51	13.24
348.73	12.63
348.95	23.69
349.17	-5.19
349.39	20.62
349.61	9.97
349.83	10.79
350.05	35.98
350.27	36.18
350.49	30.24
350.71	29.01
350.93	38.23
351.15	63.21
351.37	18.36
351.59	13.65
351.80	16.11
352.02	32.70
352.24	8.94
352.46	23.69
352.68	25.33
352.90	51.54
353.12	50.52
353.34	27.58
353.56	24.51
353.78	22.66
354.00	23.89
354.22	14.88
354.44	20.62
354.66	32.70
354.88	40.89
355.09	40.69
355.31	29.83
355.53	36.39
355.75	17.95
355.97	45.40
356.19	30.65
356.41	13.04
356.63	16.73
356.85	20.41
357.07	13.24
357.29	30.45
357.50	29.63
357.72	40.48
357.94	31.88
358.16	31.27
358.38	16.73
358.60	62.19
358.82	28.81
359.04	15.50
359.26	28.60
359.48	35.77
359.69	41.30
359.91	32.49
360.13	13.45
360.35	32.49
360.57	32.49
360.79	36.39
361.01	35.98
361.23	98.23
361.45	29.83
361.66	31.88
361.88	20.21
362.10	55.23
362.32	21.03
362.54	26.96
362.76	40.28
362.98	50.11
363.20	50.72
363.41	45.60
363.63	42.73
363.85	46.42
364.07	31.27
364.29	33.11
364.51	37.82
364.73	36.39
364.94	42.12
365.16	38.02
365.38	32.90
365.60	34.54
365.82	39.46
366.04	35.36
366.26	5.67
366.47	30.04
366.69	48.06
366.91	29.22
367.13	31.06
367.35	8.74
367.57	33.11
367.79	34.75
368.00	29.01
368.22	40.89
368.44	38.64
368.66	49.90
368.88	21.85
369.10	55.64
369.31	70.59
369.53	32.90
369.75	24.10
369.97	50.93
370.19	33.11
370.41	30.86
370.62	27.78
370.84	40.69
371.06	12.22
371.28	38.23
371.50	27.17
371.71	44.78
371.93	37.82
372.15	19.18
372.37	7.71
372.59	40.89
372.80	25.53
373.02	47.24
373.24	41.71
373.46	26.35
373.68	10.99
373.90	67.11
374.11	27.37
374.33	30.45
374.55	8.33
